start_date,country,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,actual_cause,shutdown_status
3/8/2024,Myanmar,"Pa'O region, Shan State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
3/9/2024,Myanmar,"Kyaukme township, Shan State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
3/11/2024,Myanmar,"Thin Gan Nyi Naung town, Myawaddy township, Kayin State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
3/13/2024,Ukraine,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/17/2024,Cuba,Nationwide,Shutdown,Mobile,Full network,Executive government,Protests,Ended
3/18/2024,Myanmar,"Ann township, Rakhine State",Shutdown,Mobile,Full network,Military,Conflict,Ended
3/22/2024,Ukraine,"Dnipropetrovsk, Kharkiv, Khmelnytskyi, Odesa, and Zaporizhzhia Oblasts","Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/26/2024,Myanmar,"Mindat township, Chin State and Kyaukhtu, Pauk, and Yaw, Magway Region",Shutdown,Mobile,Full network,Military,Conflict,Unknown
4/1/2024,Myanmar,Kachin State,Shutdown,Mobile,Full network,Military,Conflict,Unknown
4/6/2024,India,"Leh city, Ladakh",Throttle,Mobile,Full network,Law enforcement,Protests,Ended
4/6/2024,Myanmar,"Myawaddy township, Kayin State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
4/7/2024,Myanmar,"Kalay township, Sagaing Division",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
4/8/2024,Myanmar,"Dawei township, Tanintharyi Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
4/17/2024,Malaysia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
4/18/2024,Kyrgyzstan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
4/21/2024,Pakistan,"Parts of Balochistan and Ali Pur Chatha, Bhakkar, Chakwal, Dera Ghazi Khan, Gujrat, Kallar Kahar, Kasur, Kot Chutta, Lahore, Sadiqabad, Sheikhupura, Talagang, and Zafarwal, Punjab",Shutdown,Mobile,Full network,Executive government,Elections,Ended
5/5/2024,Ukraine,Sumy Oblast,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
5/6/2024,Myanmar,"Pauk township, Magway Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
5/9/2024,Myanmar,"KK Park and Shwe Kokko towns, Myawaddy township, Kayin State",Shutdown,"Broadband, Mobile",Full network,Non-government,Other,Unknown
5/12/2024,Pakistan,Azad Jammu and Kashmir,Shutdown,"Broadband, Mobile",Full network,State government,Protests,Ended
5/15/2024,New Caledonia,Nationwide,Shutdown,Mobile,Service-based,Executive government,Protests,Ended
5/16/2024,Kazakhstan,"Atyrau and Kulsary cities, Atyrau region",Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
5/18/2024,India,"Dhupguri town, Jalpaiguri District, West Bengal",Shutdown,Unknown,Full network,Law enforcement,Communal violence,Unknown
5/18/2024,Myanmar,"20 villages in Thandwe township, Rakhine State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
5/21/2024,India,"Saran District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Elections,Ended
5/21/2024,Ukraine,"Kharkiv, Kyiv, Odesa, Poltava, Sumy, and Vinnytsia Oblasts","Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
5/21/2024,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
5/23/2024,India,"Saran District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Elections,Ended
5/23/2024,Myanmar,"Mawlamyine township, Mon State",Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Unknown
5/25/2024,India,"Saran District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Elections,Ended
5/26/2024,Syrian Arab Republic,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
5/27/2024,Myanmar,"Tedim city, Chin State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ended
5/29/2024,Myanmar,"Waingmaw township, Kachin State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
6/1/2024,El Salvador,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Other,Ended
6/8/2024,Myanmar,"Tha Pyay Thar monastery, Sagaing Division",Shutdown,Mobile,Full network,Military,Conflict,Unknown
6/9/2024,Algeria,Nationwide,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,Exam cheating,Ended
6/12/2024,Myanmar,"Toungup township, Rakhine State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
6/13/2024,Myanmar,"Myawaddy township, Kayin State",Shutdown,Mobile,Full network,Non-government,Other,Unknown
6/18/2024,India,"Balasore District, Odisha",Shutdown,"Broadband, Mobile","Full network, Service-based",State government,Communal violence,Ended
6/20/2024,India,"Balasore District, Odisha",Shutdown,"Broadband, Mobile","Full network, Service-based",State government,Communal violence,Ended
6/23/2024,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
6/25/2024,Myanmar,"Hsipaw, Kyaukme, Lashio, Manton, Mehan, Mongmit, Namhkam, Namhsan, Namtu, and Nawnghkio townships, Shan State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
6/25/2024,Kenya,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
6/25/2024,Jordan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Exam cheating,Ended
6/26/2024,India,"Bhaderwah and Gandoh tehsils, Doda District and Bani tehsil, Kathua District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
6/27/2024,India,"Bhaderwah and Gandoh tehsils, Doda District and Bani tehsil, Kathua District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
6/27/2024,Myanmar,"Mogok township, Mandalay Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
7/1/2024,Myanmar,"Singu township, Mandalay Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
7/1/2024,Myanmar,"Thabeikkyin town, Mandalay Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
7/1/2024,Myanmar,"Ye township, Mon State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
7/1/2024,Syrian Arab Republic,"Areas across Northern Syria, including Idlib, rural Aleppo, Ras al-Ain area, and Tal Abyad","Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Protests,Ended
7/2/2024,Mauritania,Nationwide,Shutdown,Mobile,Full network,Executive government,Protests,Ended
7/3/2024,Myanmar,"Laukkai city, Laukkaing township, Shan State",Shutdown,"Broadband, Mobile",Full network,Non-government,Other,Unknown
7/7/2024,Iraq,Nationwide,Shutdown,Mobile,Full network,Executive government,Exam cheating,Ended
7/10/2024,Myanmar,"Puta-O town, Kachin State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
7/11/2024,Russian Federation,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Service-based,Executive government,Information control,Ended
7/13/2024,India,"Dhalai District, Tripura",Shutdown,Mobile,Full network,State government,Communal violence,Ended
7/13/2024,Myanmar,"Thandwe city, Rakhine State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
7/13/2024,Pakistan,"Bahawalpur, Bahawalnagar, Bhakkar, DG Khan, Faisal­abad, Gujranwala, Gujrat, Hafizabad, Jhang, Mandi Bahauddin, Mianwali, Narowal, Rahim Yar Khan, Rajanpur, Rawal­pindi, Toba Tek Singh, and Wazirabad districts, Punjab",Shutdown,"Broadband, Mobile","Full network, Service-based",State government,Religious holiday/anniversary,Ended
7/14/2024,Myanmar,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Military,Conflict,Ongoing
7/14/2024,Pakistan,"Jaffarabad, Jhal Magsi, Quetta, and Usta Muhammad districts, Balochistan",Shutdown,Mobile,Full network,State government,Religious holiday/anniversary,Ended
7/15/2024,Bangladesh,"Chittagong University, Dhaka University and surrounding area, Jahangirnagar University, Rajshahi University, and Shahjalal University of Science & Technology (SUST)","Shutdown, Throttle",Mobile,Full network,Executive government,Protests,Ended
7/16/2024,Bangladesh,59 universities across the country,"Shutdown, Throttle",Mobile,Full network,Executive government,Protests,Ended
7/16/2024,Pakistan,"Peshawar, Khyber-Pakhtunkhwa",Shutdown,Mobile,Full network,Law enforcement,Religious holiday/anniversary,Ended
7/16/2024,Afghanistan,Kabul,Shutdown,"Broadband, Mobile",Full network,Executive government,Religious holiday/anniversary,Ended
7/18/2024,Myanmar,"Kalay township, Sagaing Division",Shutdown,Mobile,Full network,Military,Conflict,Unknown
7/18/2024,Bangladesh,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
7/18/2024,Bangladesh,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
7/20/2024,Equatorial Guinea,Annobon,Shutdown,Mobile,Full network,Executive government,Protests,Ongoing
7/21/2024,India,"Nuh District, Haryana",Shutdown,Mobile,Full network,State government,Religious holiday/anniversary,Ended
7/21/2024,Myanmar,Kachin State,Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
7/24/2024,Myanmar,"Tachileik township, Shan State",Shutdown,"Broadband, Mobile",Full network,Non-government,Other,Unknown
7/25/2024,Myanmar,"Hsipaw, Kyaukme, Lashio, Manton, Mongmit, Namhsan, Namtu, and Nawnghkio townships, Shan State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
7/25/2024,Syrian Arab Republic,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
7/26/2024,Pakistan,"Gwadar and other major Baloch cities and towns, Balochistan",Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
7/27/2024,Guinea-Bissau,Nationwide,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
7/28/2024,Myanmar,"Homalin township, Sagaing Division",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
7/30/2024,Myanmar,"Indaw township, Sagaing Division",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
8/1/2024,Nigeria,Nationwide,Throttle,"Broadband, Mobile",Full network,Executive government,Protests,Ended
8/2/2024,Turkey,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ended
8/4/2024,Bangladesh,Nationwide,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,Protests,Ended
8/7/2024,India,"Sirsa District, Haryana",Shutdown,Mobile,Full network,State government,Religious holiday/anniversary,Ended
8/8/2024,Venezuela,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ongoing
8/9/2024,Russian Federation,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
8/12/2024,Mauritania,Nationwide,Shutdown,Mobile,Full network,Executive government,Exam cheating,Ended
8/13/2024,India,"Pather Nakki area, Kishtwar District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Unknown,Ended
8/14/2024,Myanmar,"Kyeintali town, Gwa township, Rakhine State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
8/15/2024,Myanmar,"Tabayin township, Shwebo district, Sagaing Division",Shutdown,Mobile,Full network,Military,Conflict,Unknown
8/15/2024,Myanmar,"Anankwin, Lutshan, Putaw, and 7 surrounding villages, Kayin State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
8/16/2024,India,"Badgaon, Balicha, Bedla, Bhuwana, Debari, Dhikali, Eklingpura, and Kanpur towns and Udaipur city, Udaipur District, Rajasthan",Shutdown,Mobile,Full network,Local government,Communal violence,Ended
8/16/2024,India,"Pather Nakki area, Kishtwar District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Unknown,Ended
8/17/2024,India,"Badgaon, Balicha, Bedla, Bhuwana, Debari, Dhikali, Eklingpura, and Kanpur towns and Udaipur city, Udaipur District, Rajasthan",Shutdown,Mobile,Full network,Local government,Communal violence,Ended
8/17/2024,Iraq,Kurdistan,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
8/18/2024,India,"Badgaon, Balicha, Bedla, Bhuwana, Debari, Dhikali, Eklingpura, and Kanpur towns and Udaipur city, Udaipur District, Rajasthan",Shutdown,Mobile,Full network,Local government,Communal violence,Ended
8/20/2024,India,"Badlapur city, Thane District, Maharashtra",Shutdown,Unknown,Full network,Law enforcement,Protests,Ended
8/23/2024,India,"Lakhanpur and Bhindi Bridge areas, Kathua District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Unknown,Ended
8/24/2024,India,"Rampur (Billawar) and Panjtithi areas, Kathua District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Unknown,Ended
8/25/2024,India,"Gen. A Sachar Devta area, Kathua District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Unknown,Ended
8/26/2024,Pakistan,Nationwide,Shutdown,Mobile,Service-based,Unknown,Information control,Ongoing
8/26/2024,Pakistan,10 districts of Punjab,Shutdown,Mobile,Full network,State government,Religious holiday/anniversary,Ended
8/26/2024,Pakistan,"Karachi and 21 other districts, Sindh",Shutdown,Mobile,Full network,Executive government,Religious holiday/anniversary,Ended
8/26/2024,Ukraine,At least 15 Oblasts,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
8/27/2024,Myanmar,"Hsipaw town, Shan State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
8/29/2024,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
8/30/2024,Tanzania,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Political instability,Ended
8/31/2024,Brazil,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Judiciary,Other,Ended
9/1/2024,Myanmar,"Thabeikkyin township, Mandalay Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
9/2/2024,Myanmar,"Munaung island, Rakhine State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
9/5/2024,India,"Lingapur, Jainoor, Karamcherla, Sirpur, and Tiryani mandals, Komorambheem Asifabad District, Telangana",Shutdown,Unknown,Full network,Unknown,Communal violence,Ended
9/8/2024,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
9/8/2024,Pakistan,"Sangjani area, Islamabad","Shutdown, Throttle","Broadband, Mobile",Full network,Unknown,Other,Ended
9/10/2024,India,"Bisnupur, Imphal East, Imphal West, Kakching, and Thoubal Districts, Manipur",Shutdown,"Broadband, Mobile",Full network,State government,Protests,Ended
9/15/2024,India,"28 Districts, Assam",Shutdown,Mobile,Full network,State government,Exam cheating,Ended
9/15/2024,India,"Bisnupur, Imphal East, Imphal West, Kakching, and Thoubal Districts, Manipur",Shutdown,"Broadband, Mobile",Full network,State government,Protests,Ended
9/15/2024,El Salvador,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Other,Ended
9/17/2024,Pakistan,"Gujranwala, Karachi, Quetta, and Rawalpindi",Shutdown,Mobile,Full network,Unknown,Religious holiday/anniversary,Ended
9/21/2024,India,Jharkhand,Shutdown,Mobile,Full network,State government,Exam cheating,Ended
9/26/2024,Sudan,"Khartoum, Omdurman",Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Ended
9/28/2024,India,"Bhadrak and Dhamnagar areas, Bhadrak District, Odisha",Shutdown,"Broadband, Mobile","Full network, Service-based",State government,Communal violence,Ended
9/28/2024,Pakistan,Rawalpindi,Shutdown,Mobile,Full network,Unknown,Protests,Ended
9/29/2024,India,Assam,Shutdown,Mobile,Full network,State government,Exam cheating,Ended
9/30/2024,India,"Bhadrak and Dhamnagar areas, Bhadrak District, Odisha",Shutdown,"Broadband, Mobile","Full network, Service-based",State government,Communal violence,Ended
9/30/2024,Myanmar,"Chipwi town, Kachin State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
9/30/2024,Myanmar,"Gangaw township, Magway Division; Kawlin township, Sagaing Division; Lashio township, Shan State",Shutdown,"Broadband, Mobile",Full network,Executive government,Conflict,Ended
10/1/2024,Myanmar,"Lashio township, Shan State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ended
10/3/2024,Pakistan,"Attock, Chiniot, Islamabad, Jehlum, Karachi, Lahore, Rawalpindi, Taxila, and Wah Cantt",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
10/5/2024,Palestine,"Beit Hanoun, Beit Lahia, Jabalia",Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Unknown
10/6/2024,India,"Dharmanagar Subdivision, Tripura",Shutdown,Unknown,Full network,Unknown,Communal violence,Ended
10/7/2024,Russian Federation,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/8/2024,Azerbaijan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ended
